review_description,rating,Year,Month,Day,review_descriptiont,content_token,sentiment,stemmed,text_string
"ktp seumur hidup dibilang bukan e-ktp, verifikator bareksa lawak, pakai bibit aja",1,2023,5,12,"ktp seumur hidup dibilang bukan e-ktp, verifikator bareksa lawak, pakai bibit aja","['ktp', 'seumur', 'hidup', 'dibilang', 'e', 'ktp', 'verifikator', 'lawak', 'pakai', 'bibit', 'aja']",-1,"['ktp', 'umur', 'hidup', 'bilang', 'e', 'ktp', 'verifikator', 'lawak', 'pakai', 'bibit', 'aja']",umur hidup bilang verifikator lawak pakai bibit
"tidak bisa mengatasi inflasi,",3,2023,5,12,"tidak bisa mengatasi inflasi,","['mengatasi', 'inflasi']",0,"['atas', 'inflasi']",atas inflasi
aman terpercaya,5,2023,5,13,aman terpercaya,"['aman', 'terpercaya']",1,"['aman', 'percaya']",aman percaya
"bareksa yang baik, saran saja, buatlah rdn di app nya agar gak ribet klu mau invest, jujur jadi agak malas, karena ribet transaksinya, semoga ada solusi, trims",5,2023,5,13,"bareksa yang baik, saran saja, buatlah rdn di app nya agar gak ribet klu mau invest, jujur jadi agak malas, karena ribet transaksinya, semoga ada solusi, trims","['saran', 'buatlah', 'rdn', 'app', 'nya', 'gak', 'ribet', 'klu', 'invest', 'jujur', 'malas', 'ribet', 'transaksinya', 'semoga', 'solusi', 'trims']",1,"['saran', 'buat', 'rdn', 'app', 'nya', 'gak', 'ribet', 'klu', 'invest', 'jujur', 'malas', 'ribet', 'transaksi', 'moga', 'solusi', 'trims']",saran buat ribet invest jujur malas ribet transaksi moga solusi trims
"mau uninstall nih, benar² mengecewakan widthdraw kena fee dan lemot banget. begitu juga saat pembelian emas minta data dan harus verifikasi ulang lagi",1,2023,5,14,"mau uninstall nih, benar² mengecewakan widthdraw kena fee dan lemot banget. begitu juga saat pembelian emas minta data dan harus verifikasi ulang lagi","['uninstall', 'nih', 'benar²', 'mengecewakan', 'widthdraw', 'kena', 'fee', 'lemot', 'banget', 'pembelian', 'emas', 'data', 'verifikasi', 'ulang']",-1,"['uninstall', 'nih', 'benar', 'kecewa', 'widthdraw', 'kena', 'fee', 'lot', 'banget', 'beli', 'emas', 'data', 'verifikasi', 'ulang']",uninstall benar kecewa widthdraw kena banget beli emas data verifikasi ulang
"gitu dong, kan jadi bagus tampilannya.. dibikin lebih modern kk",5,2023,5,14,"gitu dong, kan jadi bagus tampilannya.. dibikin lebih modern kk","['gitu', 'bagus', 'tampilannya', 'dibikin', 'modern', 'kk']",1,"['gitu', 'bagus', 'tampil', 'bikin', 'modern', 'kk']",gitu bagus tampil bikin modern
bisnis micro,2,2023,5,15,bisnis micro,"['bisnis', 'micro']",-1,"['bisnis', 'micro']",bisnis micro
joosss,5,2023,5,16,joosss,['joosss'],1,['joosss'],joosss
masih pemula semoga bareksa aps yg baik,4,2023,5,16,masih pemula semoga bareksa aps yg baik,"['pemula', 'semoga', 'aps', 'yg']",1,"['mula', 'moga', 'aps', 'yg']",mula moga
siiip lumyan berubah tampilanya,5,2023,5,16,siiip lumyan berubah tampilanya,"['siiip', 'lumyan', 'berubah', 'tampilanya']",1,"['siiip', 'lumyan', 'ubah', 'tampilanya']",siiip lumyan ubah tampilanya
easy,5,2023,5,17,easy,['easy'],1,['easy'],easy
tidak bisa buat kantong - kantong portofolio,3,2023,5,18,tidak bisa buat kantong - kantong portofolio,"['kantong', 'kantong', 'portofolio']",0,"['kantong', 'kantong', 'portofolio']",kantong kantong portofolio
investasi jadi lebih mudah semudah genggaman,5,2023,5,19,investasi jadi lebih mudah semudah genggaman,"['investasi', 'mudah', 'semudah', 'genggaman']",1,"['investasi', 'mudah', 'mudah', 'genggam']",investasi mudah mudah genggam
hb x bu cd xn,1,2023,5,20,hb x bu cd xn,"['hb', 'x', 'bu', 'cd', 'xn']",-1,"['hb', 'x', 'bu', 'cd', 'xn']",
ship,5,2023,5,20,ship,['ship'],1,['ship'],ship
"proses pendaftaran sangat buruk , alasan foto selfie tidak sesuai kartu identitas padahal kartu dan foto selfie pribadi foto pun juga sudah sangat jelas. chat dengan cs juga tidak mendapat solusi hanya disuruh mengulang dan hasilnya sama",1,2023,5,21,"proses pendaftaran sangat buruk , alasan foto selfie tidak sesuai kartu identitas padahal kartu dan foto selfie pribadi foto pun juga sudah sangat jelas. chat dengan cs juga tidak mendapat solusi hanya disuruh mengulang dan hasilnya sama","['proses', 'pendaftaran', 'buruk', 'alasan', 'foto', 'selfie', 'sesuai', 'kartu', 'identitas', 'kartu', 'foto', 'selfie', 'pribadi', 'foto', 'chat', 'cs', 'solusi', 'disuruh', 'mengulang', 'hasilnya']",-1,"['proses', 'daftar', 'buruk', 'alas', 'foto', 'selfie', 'sesuai', 'kartu', 'identitas', 'kartu', 'foto', 'selfie', 'pribadi', 'foto', 'chat', 'cs', 'solusi', 'suruh', 'ulang', 'hasil']",proses daftar buruk alas foto selfie sesuai kartu identitas kartu foto selfie pribadi foto chat solusi suruh ulang hasil
"bagus aplikasinya, sangat lengkap dan simple",5,2023,5,23,"bagus aplikasinya, sangat lengkap dan simple","['bagus', 'aplikasinya', 'lengkap', 'simple']",1,"['bagus', 'aplikasi', 'lengkap', 'simple']",bagus aplikasi lengkap simple
lengkap cepat dan inovatif,5,2023,5,23,lengkap cepat dan inovatif,"['lengkap', 'cepat', 'inovatif']",1,"['lengkap', 'cepat', 'inovatif']",lengkap cepat inovatif
tolong iklan nya jgn timbul terus walaupun hape lagi nggak di gunakan..,4,2023,5,23,tolong iklan nya jgn timbul terus walaupun hape lagi nggak di gunakan..,"['tolong', 'iklan', 'nya', 'jgn', 'timbul', 'hape', 'nggak']",1,"['tolong', 'iklan', 'nya', 'jgn', 'timbul', 'hape', 'nggak']",tolong iklan timbul hape nggak
opmi。opname。 opti,1,2023,5,25,opmi。opname。 opti,"['opmi', 'opname', 'opti']",-1,"['opmi', 'opname', 'opti']",opmi opname opti
"bagus dan belum pernah error, aplikasi luar biasa sukses bareksa thank you.",5,2023,5,26,"bagus dan belum pernah error, aplikasi luar biasa sukses bareksa thank you.","['bagus', 'error', 'aplikasi', 'sukses', 'thank', 'you']",1,"['bagus', 'error', 'aplikasi', 'sukses', 'thank', 'you']",bagus error aplikasi sukses thank
aplikasi yg mantap,5,2023,5,26,aplikasi yg mantap,"['aplikasi', 'yg', 'mantap']",1,"['aplikasi', 'yg', 'mantap']",aplikasi mantap
selamat datang semuga kita semua dalam lindungan allah swt amin barokallah,5,2023,5,26,selamat datang semuga kita semua dalam lindungan allah swt amin barokallah,"['selamat', 'semuga', 'lindungan', 'allah', 'swt', 'amin', 'barokallah']",1,"['selamat', 'semuga', 'lindung', 'allah', 'swt', 'amin', 'barokallah']",selamat semuga lindung allah amin barokallah
ok bareksa,5,2023,5,27,ok bareksa,['ok'],1,['ok'],
cara ngundang orang lain gimana ? atau untuk menyebar kode refferal kita ke orang lain ?,4,2023,5,27,cara ngundang orang lain gimana ? atau untuk menyebar kode refferal kita ke orang lain ?,"['ngundang', 'orang', 'gimana', 'menyebar', 'kode', 'refferal', 'orang']",1,"['ngundang', 'orang', 'gimana', 'sebar', 'kode', 'refferal', 'orang']",ngundang orang gimana sebar kode refferal orang
"verifikasi susah banget, udh seminggu lebih blm di acc juga, payah",1,2023,5,27,"verifikasi susah banget, udh seminggu lebih blm di acc juga, payah","['verifikasi', 'susah', 'banget', 'udh', 'seminggu', 'blm', 'acc', 'payah']",-1,"['verifikasi', 'susah', 'banget', 'udh', 'minggu', 'blm', 'acc', 'payah']",verifikasi susah banget minggu payah
pencairan dana terlalu lama,1,2023,5,28,pencairan dana terlalu lama,"['pencairan', 'dana']",-1,"['cair', 'dana']",cair dana
kerren dan praktis,5,2023,5,28,kerren dan praktis,"['kerren', 'praktis']",1,"['kerren', 'praktis']",kerren praktis
"biaya admin mahal... untuk top up rd pakai ovo (yg udah kerjasama aja) 1.000.. untuk jual rd dipotong 3.500 sebanyak 2 kali, pertama pas pilih rekening (beda bank) kedua pas uangnya udah masuk nominalnya dikurangi 3.500 lagi.. trus juga untuk cashback voucher rd lama bgt masuknya, baru masuk setelah 2 bulan sejak tgl pembelian. kurang bersaing sama apk sebelah :)",3,2023,5,29,"biaya admin mahal... untuk top up rd pakai ovo (yg udah kerjasama aja) 1.000.. untuk jual rd dipotong 3.500 sebanyak 2 kali, pertama pas pilih rekening (beda bank) kedua pas uangnya udah masuk nominalnya dikurangi 3.500 lagi.. trus juga untuk cashback voucher rd lama bgt masuknya, baru masuk setelah 2 bulan sejak tgl pembelian. kurang bersaing sama apk sebelah :)","['biaya', 'admin', 'mahal', 'top', 'up', 'rd', 'pakai', 'ovo', 'yg', 'udah', 'kerjasama', 'aja', '1', '000', 'jual', 'rd', 'dipotong', '3', '500', '2', 'kali', 'pas', 'pilih', 'rekening', 'beda', 'bank', 'pas', 'uangnya', 'udah', 'masuk', 'nominalnya', 'dikurangi', '3', '500', 'trus', 'cashback', 'voucher', 'rd', 'bgt', 'masuknya', 'masuk', '2', 'tgl', 'pembelian', 'bersaing', 'apk', 'sebelah']",0,"['biaya', 'admin', 'mahal', 'top', 'up', 'rd', 'pakai', 'ovo', 'yg', 'udah', 'kerjasama', 'aja', '1', '000', 'jual', 'rd', 'potong', '3', '500', '2', 'kali', 'pas', 'pilih', 'rekening', 'beda', 'bank', 'pas', 'uang', 'udah', 'masuk', 'nominal', 'rang', '3', '500', 'trus', 'cashback', 'voucher', 'rd', 'bgt', 'masuk', 'masuk', '2', 'tgl', 'beli', 'saing', 'apk', 'belah']",biaya admin mahal pakai udah kerjasama jual potong kali pilih rekening beda bank uang udah masuk nominal rang trus cashback voucher masuk masuk beli saing belah
terdeteksi mengandung virus trojan,1,2023,5,30,terdeteksi mengandung virus trojan,"['terdeteksi', 'mengandung', 'virus', 'trojan']",-1,"['deteksi', 'kandung', 'virus', 'trojan']",deteksi kandung virus trojan
mantaaaap,5,2023,5,30,mantaaaap,['mantaaaap'],1,['mantaaaap'],mantaaaap
"menurut scanning antivirus avast aplikasi bareksa terindikasi sebuah virus yg jahat, jadi saya langsung menghapusnya. tolong pihak bareksa berikan penjelasannya.",1,2023,5,30,"menurut scanning antivirus avast aplikasi bareksa terindikasi sebuah virus yg jahat, jadi saya langsung menghapusnya. tolong pihak bareksa berikan penjelasannya.","['scanning', 'antivirus', 'avast', 'aplikasi', 'terindikasi', 'virus', 'yg', 'jahat', 'langsung', 'menghapusnya', 'tolong', 'penjelasannya']",-1,"['scanning', 'antivirus', 'avast', 'aplikasi', 'indikasi', 'virus', 'yg', 'jahat', 'langsung', 'hapus', 'tolong', 'jelas']",scanning antivirus avast aplikasi indikasi virus jahat langsung hapus tolong jelas
"aplikasinya bagus, mudah digunakan, dan aman untuk berinvestasi",5,2023,5,30,"aplikasinya bagus, mudah digunakan, dan aman untuk berinvestasi","['aplikasinya', 'bagus', 'mudah', 'aman', 'berinvestasi']",1,"['aplikasi', 'bagus', 'mudah', 'aman', 'investasi']",aplikasi bagus mudah aman investasi
investasi di bareksa oke banget. produknya banyak mulai dari reksa dana sampai nabung untuk umroh,5,2023,5,30,investasi di bareksa oke banget. produknya banyak mulai dari reksa dana sampai nabung untuk umroh,"['investasi', 'oke', 'banget', 'produknya', 'reksa', 'dana', 'nabung', 'umroh']",1,"['investasi', 'oke', 'banget', 'produk', 'reksa', 'dana', 'nabung', 'umroh']",investasi banget produk reksa dana nabung umroh
"dulu bingung harus beli produk apa, tp si apps bareksa ini punya fitur barometer gitu sama  bareksa insight jadi tiap aku mau investasi, pilih produknya based on rekomendasi dari 2 fitur itu, lovee banget jd makin sat set sat set super gampang🥰",5,2023,5,30,"dulu bingung harus beli produk apa, tp si apps bareksa ini punya fitur barometer gitu sama  bareksa insight jadi tiap aku mau investasi, pilih produknya based on rekomendasi dari 2 fitur itu, lovee banget jd makin sat set sat set super gampang🥰","['bingung', 'beli', 'produk', 'tp', 'si', 'apps', 'fitur', 'barometer', 'gitu', 'insight', 'investasi', 'pilih', 'produknya', 'based', 'on', 'rekomendasi', '2', 'fitur', 'lovee', 'banget', 'jd', 'sat', 'set', 'sat', 'set', 'super', 'gampang']",1,"['bingung', 'beli', 'produk', 'tp', 'si', 'apps', 'fitur', 'barometer', 'gitu', 'insight', 'investasi', 'pilih', 'produk', 'based', 'on', 'rekomendasi', '2', 'fitur', 'lovee', 'banget', 'jd', 'sat', 'set', 'sat', 'set', 'super', 'gampang']",bingung beli produk apps fitur barometer gitu insight investasi pilih produk based rekomendasi fitur lovee banget super gampang
fitur2nya mudah dipahami dan juga mudah digunakan.,5,2023,5,30,fitur2nya mudah dipahami dan juga mudah digunakan.,"['fitur2nya', 'mudah', 'dipahami', 'mudah']",1,"['fitur2nya', 'mudah', 'paham', 'mudah']",fitur2nya mudah paham mudah
"bareksa menyediakan investasi aman, resmi dan lengkap. mulai dari reksa dana, emas hingga sbn. ada juga fitur robo advisor yang mendampingi investor mengatur alokasi reksa dana. fitur umroh juga membantu menabung untuk perjalanan ke tanah suci. aman berkah dan fleksibel. cocok banget buat menjadi jalan menuju kebebasan finansial.",5,2023,5,30,"bareksa menyediakan investasi aman, resmi dan lengkap. mulai dari reksa dana, emas hingga sbn. ada juga fitur robo advisor yang mendampingi investor mengatur alokasi reksa dana. fitur umroh juga membantu menabung untuk perjalanan ke tanah suci. aman berkah dan fleksibel. cocok banget buat menjadi jalan menuju kebebasan finansial.","['menyediakan', 'investasi', 'aman', 'resmi', 'lengkap', 'reksa', 'dana', 'emas', 'sbn', 'fitur', 'robo', 'advisor', 'mendampingi', 'investor', 'mengatur', 'alokasi', 'reksa', 'dana', 'fitur', 'umroh', 'membantu', 'menabung', 'perjalanan', 'tanah', 'suci', 'aman', 'berkah', 'fleksibel', 'cocok', 'banget', 'jalan', 'kebebasan', 'finansial']",1,"['sedia', 'investasi', 'aman', 'resmi', 'lengkap', 'reksa', 'dana', 'emas', 'sbn', 'fitur', 'robo', 'advisor', 'damping', 'investor', 'atur', 'alokasi', 'reksa', 'dana', 'fitur', 'umroh', 'bantu', 'tabung', 'jalan', 'tanah', 'suci', 'aman', 'berkah', 'fleksibel', 'cocok', 'banget', 'jalan', 'bebas', 'finansial']",sedia investasi aman resmi lengkap reksa dana emas fitur robo advisor damping investor atur alokasi reksa dana fitur umroh bantu tabung jalan tanah suci aman berkah fleksibel cocok banget jalan bebas finansial
cs sangat membantu🫰🏻,5,2023,5,30,cs sangat membantu🫰🏻,"['cs', 'membantu']",1,"['cs', 'bantu']",bantu
excelent,5,2023,5,30,excelent,['excelent'],1,['excelent'],excelent
"pakai bareksa dari 2019, alhamdulillah bagus terus",5,2023,5,30,"pakai bareksa dari 2019, alhamdulillah bagus terus","['pakai', '2019', 'alhamdulillah', 'bagus']",1,"['pakai', '2019', 'alhamdulillah', 'bagus']",pakai 2019 alhamdulillah bagus
"happy deh invest lewat bareksa, convenient bgt, trs pilihan produknya banyak.. dan yg paling penting sih bikin aku cuan 😁",5,2023,5,30,"happy deh invest lewat bareksa, convenient bgt, trs pilihan produknya banyak.. dan yg paling penting sih bikin aku cuan 😁","['happy', 'deh', 'invest', 'convenient', 'bgt', 'trs', 'pilihan', 'produknya', 'yg', 'sih', 'bikin', 'cuan']",1,"['happy', 'deh', 'invest', 'convenient', 'bgt', 'trs', 'pilih', 'produk', 'yg', 'sih', 'bikin', 'cuan']",happy invest convenient pilih produk bikin cuan
"bagaimana penanganannya app bareksa bevirus, terdeteksi langsung dari hp saya. tolong di tangani. sudah di tangani terimakasih",4,2023,5,30,"bagaimana penanganannya app bareksa bevirus, terdeteksi langsung dari hp saya. tolong di tangani. sudah di tangani terimakasih","['penanganannya', 'app', 'bevirus', 'terdeteksi', 'langsung', 'hp', 'tolong', 'tangani', 'tangani', 'terimakasih']",1,"['tangan', 'app', 'bevirus', 'deteksi', 'langsung', 'hp', 'tolong', 'tangan', 'tangan', 'terimakasih']",tangan bevirus deteksi langsung tolong tangan tangan terimakasih
"aplikasi mudah untuk investasi, semoga aman dan tidak kena virus",4,2023,5,31,"aplikasi mudah untuk investasi, semoga aman dan tidak kena virus","['aplikasi', 'mudah', 'investasi', 'semoga', 'aman', 'kena', 'virus']",1,"['aplikasi', 'mudah', 'investasi', 'moga', 'aman', 'kena', 'virus']",aplikasi mudah investasi moga aman kena virus
cukup mudah transaksi di bareksa,5,2023,5,31,cukup mudah transaksi di bareksa,"['mudah', 'transaksi']",1,"['mudah', 'transaksi']",mudah transaksi
"saya mau penarikan dana tp gagal terus,sudah coba tambah no rekening lain (beda bank), tetap tidak bisa,sudah update apk juga tidak bisa, koneksi internet juga lancar,apa ada solusi",3,2023,5,31,"saya mau penarikan dana tp gagal terus,sudah coba tambah no rekening lain (beda bank), tetap tidak bisa,sudah update apk juga tidak bisa, koneksi internet juga lancar,apa ada solusi","['penarikan', 'dana', 'tp', 'gagal', 'coba', 'no', 'rekening', 'beda', 'bank', 'update', 'apk', 'koneksi', 'internet', 'lancar', 'solusi']",0,"['tari', 'dana', 'tp', 'gagal', 'coba', 'no', 'rekening', 'beda', 'bank', 'update', 'apk', 'koneksi', 'internet', 'lancar', 'solusi']",tari dana gagal coba rekening beda bank update koneksi internet lancar solusi
"skrg semuanya pake admin, juga spt tahunan, belum lg skrg muncul virus""apa tau jadi ribet buat investasi",1,2023,5,31,"skrg semuanya pake admin, juga spt tahunan, belum lg skrg muncul virus""apa tau jadi ribet buat investasi","['skrg', 'pake', 'admin', 'spt', 'tahunan', 'lg', 'skrg', 'muncul', 'virus', 'tau', 'ribet', 'investasi']",-1,"['skrg', 'pake', 'admin', 'spt', 'tahun', 'lg', 'skrg', 'muncul', 'virus', 'tau', 'ribet', 'investasi']",skrg pake admin tahun skrg muncul virus ribet investasi
"bareksa live chatnya g solutif, lambat dan menggantung. uang 5 jt sy sudah masuk apa blm krn aps sy sttusnya menunggu pembayaran dan ketika sy klik malah ke menu pembayaran lg seolah² buat transaksi baru dan sy blm bayar. jawabannya muter² dr jam 5 pagi sampe jam 9. udah masuk belum uang sy?? knp sttus saya begitu? beda bgt sama pelayanan bibit",1,2023,6,1,"bareksa live chatnya g solutif, lambat dan menggantung. uang 5 jt sy sudah masuk apa blm krn aps sy sttusnya menunggu pembayaran dan ketika sy klik malah ke menu pembayaran lg seolah² buat transaksi baru dan sy blm bayar. jawabannya muter² dr jam 5 pagi sampe jam 9. udah masuk belum uang sy?? knp sttus saya begitu? beda bgt sama pelayanan bibit","['live', 'chatnya', 'g', 'solutif', 'lambat', 'menggantung', 'uang', '5', 'jt', 'sy', 'masuk', 'blm', 'krn', 'aps', 'sy', 'sttusnya', 'menunggu', 'pembayaran', 'sy', 'klik', 'menu', 'pembayaran', 'lg', 'seolah²', 'transaksi', 'sy', 'blm', 'bayar', 'jawabannya', 'muter²', 'dr', 'jam', '5', 'pagi', 'sampe', 'jam', '9', 'udah', 'masuk', 'uang', 'sy', 'knp', 'sttus', 'beda', 'bgt', 'pelayanan', 'bibit']",-1,"['live', 'chatnya', 'g', 'solutif', 'lambat', 'gantung', 'uang', '5', 'jt', 'sy', 'masuk', 'blm', 'krn', 'aps', 'sy', 'sttusnya', 'tunggu', 'bayar', 'sy', 'klik', 'menu', 'bayar', 'lg', 'olah', 'transaksi', 'sy', 'blm', 'bayar', 'jawab', 'muter', 'dr', 'jam', '5', 'pagi', 'sampe', 'jam', '9', 'udah', 'masuk', 'uang', 'sy', 'knp', 'sttus', 'beda', 'bgt', 'layan', 'bibit']",live chatnya solutif lambat gantung uang masuk sttusnya tunggu bayar klik menu bayar olah transaksi bayar jawab muter pagi sampe udah masuk uang sttus beda layan bibit
"cs super lambat dan parah banget gak dibales2. kayaknya bareksa mesti ganti vendor buat pembelian melalui va? ya atau di fix tolong, pembelian gw gak masuk2 padahal va harusnya otomatis. terus kalo mau maintenance tolong kasih notifikasi, tolong diblok dulu untuk transaksi biar kitanya gak nyangkut. payah 👎",1,2023,6,1,"cs super lambat dan parah banget gak dibales2. kayaknya bareksa mesti ganti vendor buat pembelian melalui va? ya atau di fix tolong, pembelian gw gak masuk2 padahal va harusnya otomatis. terus kalo mau maintenance tolong kasih notifikasi, tolong diblok dulu untuk transaksi biar kitanya gak nyangkut. payah 👎","['cs', 'super', 'lambat', 'parah', 'banget', 'gak', 'dibales2', 'kayaknya', 'mesti', 'ganti', 'vendor', 'pembelian', 'va', 'ya', 'fix', 'tolong', 'pembelian', 'gw', 'gak', 'masuk2', 'va', 'otomatis', 'kalo', 'maintenance', 'tolong', 'kasih', 'notifikasi', 'tolong', 'diblok', 'transaksi', 'biar', 'kitanya', 'gak', 'nyangkut', 'payah']",-1,"['cs', 'super', 'lambat', 'parah', 'banget', 'gak', 'dibales2', 'kayak', 'mesti', 'ganti', 'vendor', 'beli', 'va', 'ya', 'fix', 'tolong', 'beli', 'gw', 'gak', 'masuk2', 'va', 'otomatis', 'kalo', 'maintenance', 'tolong', 'kasih', 'notifikasi', 'tolong', 'blok', 'transaksi', 'biar', 'kita', 'gak', 'nyangkut', 'payah']",super lambat parah banget dibales2 kayak mesti ganti vendor beli tolong beli masuk2 otomatis kalo maintenance tolong kasih notifikasi tolong blok transaksi biar kita nyangkut payah
"terima kasih, sudah memberikan yang terbaik",5,2023,6,1,"terima kasih, sudah memberikan yang terbaik","['terima', 'kasih', 'terbaik']",1,"['terima', 'kasih', 'baik']",terima kasih baik
"sangat berguna untuk orang yg ingin menabung dengan aman, nyaman",5,2023,6,2,"sangat berguna untuk orang yg ingin menabung dengan aman, nyaman","['berguna', 'orang', 'yg', 'menabung', 'aman', 'nyaman']",1,"['guna', 'orang', 'yg', 'tabung', 'aman', 'nyaman']",guna orang tabung aman nyaman
ok ojk,5,2023,6,3,ok ojk,"['ok', 'ojk']",1,"['ok', 'ojk']",
andalannnn pollll,5,2023,6,3,andalannnn pollll,"['andalannnn', 'pollll']",1,"['andalannnn', 'pollll']",andalannnn pollll
"sumpah verifikasi akunnya lama bener bacaannya 1x24 jam, tapi nyatanya 2 hari aja baru lolos verifikasi bareksa, belum ke ksei nya hadeh di perbaiki lagi lah sistem verif nya padahal di jam kerja buat akunnya",3,2023,6,3,"sumpah verifikasi akunnya lama bener bacaannya 1x24 jam, tapi nyatanya 2 hari aja baru lolos verifikasi bareksa, belum ke ksei nya hadeh di perbaiki lagi lah sistem verif nya padahal di jam kerja buat akunnya","['sumpah', 'verifikasi', 'akunnya', 'bener', 'bacaannya', '1x24', 'jam', '2', 'aja', 'lolos', 'verifikasi', 'ksei', 'nya', 'hadeh', 'perbaiki', 'sistem', 'verif', 'nya', 'jam', 'kerja', 'akunnya']",0,"['sumpah', 'verifikasi', 'akun', 'bener', 'baca', '1x24', 'jam', '2', 'aja', 'lolos', 'verifikasi', 'ksei', 'nya', 'hadeh', 'baik', 'sistem', 'verif', 'nya', 'jam', 'kerja', 'akun']",sumpah verifikasi akun bener baca 1x24 lolos verifikasi ksei hadeh baik sistem verif kerja akun
"informasi cs dan sistem nya tidak jelas, disuruh perbaiki data upload ulang foto selfie. tpi tidak ada fitur untuk upload foto nya",1,2023,6,5,"informasi cs dan sistem nya tidak jelas, disuruh perbaiki data upload ulang foto selfie. tpi tidak ada fitur untuk upload foto nya","['informasi', 'cs', 'sistem', 'nya', 'disuruh', 'perbaiki', 'data', 'upload', 'ulang', 'foto', 'selfie', 'tpi', 'fitur', 'upload', 'foto', 'nya']",-1,"['informasi', 'cs', 'sistem', 'nya', 'suruh', 'baik', 'data', 'upload', 'ulang', 'foto', 'selfie', 'tpi', 'fitur', 'upload', 'foto', 'nya']",informasi sistem suruh baik data upload ulang foto selfie fitur upload foto
sudah perna daftar bareksa dulu tp belum tuntas. sekarang mau di lanjutkan sudah tdk bisa. tanya cs malah di suruh kirim wa ktp. takut di salah gunakan. mending pakai aplikasi lain. bibit kata teman juga sangat bagus,1,2023,6,5,sudah perna daftar bareksa dulu tp belum tuntas. sekarang mau di lanjutkan sudah tdk bisa. tanya cs malah di suruh kirim wa ktp. takut di salah gunakan. mending pakai aplikasi lain. bibit kata teman juga sangat bagus,"['perna', 'daftar', 'tp', 'tuntas', 'lanjutkan', 'tdk', 'cs', 'suruh', 'kirim', 'wa', 'ktp', 'takut', 'salah', 'mending', 'pakai', 'aplikasi', 'bibit', 'teman', 'bagus']",-1,"['perna', 'daftar', 'tp', 'tuntas', 'lanjut', 'tdk', 'cs', 'suruh', 'kirim', 'wa', 'ktp', 'takut', 'salah', 'mending', 'pakai', 'aplikasi', 'bibit', 'teman', 'bagus']",perna daftar tuntas lanjut suruh kirim takut salah mending pakai aplikasi bibit teman bagus
aplikasi investasi yang sangat membantu,5,2023,6,5,aplikasi investasi yang sangat membantu,"['aplikasi', 'investasi', 'membantu']",1,"['aplikasi', 'investasi', 'bantu']",aplikasi investasi bantu
"udah 4 taun pake bareksa. kalo top up cepet, penarikan juga sesuai yaitu maksimal 7 hari kerja. kekurangannya kalo liat riwayat transaksi suka error kalo mau di scroll ke bawah- bawah.
semoga makin memuaskan ke depannya!",5,2023,6,5,"udah 4 taun pake bareksa. kalo top up cepet, penarikan juga sesuai yaitu maksimal 7 hari kerja. kekurangannya kalo liat riwayat transaksi suka error kalo mau di scroll ke bawah- bawah.
semoga makin memuaskan ke depannya!","['udah', '4', 'taun', 'pake', 'kalo', 'top', 'up', 'cepet', 'penarikan', 'sesuai', 'maksimal', '7', 'kerja', 'kekurangannya', 'kalo', 'liat', 'riwayat', 'transaksi', 'suka', 'error', 'kalo', 'scroll', 'semoga', 'memuaskan', 'depannya']",1,"['udah', '4', 'taun', 'pake', 'kalo', 'top', 'up', 'cepet', 'tari', 'sesuai', 'maksimal', '7', 'kerja', 'kurang', 'kalo', 'liat', 'riwayat', 'transaksi', 'suka', 'error', 'kalo', 'scroll', 'moga', 'muas', 'depan']",udah taun pake kalo cepet tari sesuai maksimal kerja kurang kalo liat riwayat transaksi suka error kalo scroll moga muas depan
"withdraw super lama, biaya jual/beli terlalu byk... fix balik ke sebelah ajalah... ga ribet dan gampang withdraw... fix bakal ku uninstal nih aplikasi ...",1,2023,6,6,"withdraw super lama, biaya jual/beli terlalu byk... fix balik ke sebelah ajalah... ga ribet dan gampang withdraw... fix bakal ku uninstal nih aplikasi ...","['withdraw', 'super', 'biaya', 'jual', 'beli', 'byk', 'fix', 'sebelah', 'ajalah', 'ga', 'ribet', 'gampang', 'withdraw', 'fix', 'ku', 'uninstal', 'nih', 'aplikasi']",-1,"['withdraw', 'super', 'biaya', 'jual', 'beli', 'byk', 'fix', 'belah', 'aja', 'ga', 'ribet', 'gampang', 'withdraw', 'fix', 'ku', 'uninstal', 'nih', 'aplikasi']",withdraw super biaya jual beli belah ribet gampang withdraw uninstal aplikasi
"transaksi harian saya belum 10jt udh kena bea materai 10rb, ga jelas banget!!!",1,2023,6,7,"transaksi harian saya belum 10jt udh kena bea materai 10rb, ga jelas banget!!!","['transaksi', 'harian', '10jt', 'udh', 'kena', 'bea', 'materai', '10rb', 'ga', 'banget']",-1,"['transaksi', 'hari', '10jt', 'udh', 'kena', 'bea', 'materai', '10rb', 'ga', 'banget']",transaksi hari 10jt kena materai 10rb banget
"aplikasinya berat kali ya, lama pas login",3,2023,6,7,"aplikasinya berat kali ya, lama pas login","['aplikasinya', 'berat', 'kali', 'ya', 'pas', 'login']",0,"['aplikasi', 'berat', 'kali', 'ya', 'pas', 'login']",aplikasi berat kali login
